patent_id,title,top_keywords,top_keyword_scores,title_top_keywords
2016-0338464,HAND HELD APPLIANCE,switch; cover; appliance fluid flow; button switch; appliance fluid; fluid flow path; mechanism; button; actuating; flow path,0.3064; 0.2646; 0.1963; 0.1963; 0.1813; 0.1765; 0.1748; 0.1731; 0.1649; 0.1625,hand held; held; held appliance; hand; appliance
2016-0338465,HAND HELD APPLIANCE,button; user operable; actuator; switch; membrane; recess; operable; engages; comprise; flexible,0.2789; 0.2697; 0.2602; 0.2399; 0.2393; 0.2174; 0.2047; 0.2030; 0.1700; 0.1672,hand held; held; held appliance; hand; appliance
2016-0338466,HAND HELD APPLIANCE,inner wall fluid; seal; wall fluid; fan unit; within inner; inner wall; wall; inner; fluid inlet; outer wall inner,0.2180; 0.2008; 0.1922; 0.1782; 0.1759; 0.1695; 0.1484; 0.1461; 0.1450; 0.1438,hand held; held; held appliance; hand; appliance
2016-0331113,CLEANING APPLIANCE,working fluid teeth; fluid teeth user; fluid teeth; teeth user; working fluid; teeth; working; delivery; control circuit; input,0.2382; 0.2382; 0.2382; 0.2356; 0.2206; 0.2139; 0.2042; 0.2017; 0.1826; 0.1551,cleaning appliance; cleaning; appliance
2016-0331114,CLEANING APPLIANCE,stem; cleaning tool; fluid reservoir; reservoir; working fluid; handle; working; tool; extending handle nozzle; stem extending handle,0.2461; 0.2381; 0.2039; 0.1834; 0.1819; 0.1687; 0.1683; 0.1563; 0.1454; 0.1454,cleaning appliance; cleaning; appliance
2016-0331115,CLEANING APPLIANCE,fluid port; fluid reservoir; position fluid port; position fluid; port; collar; reservoir; working fluid; working; working fluid fluid,0.2371; 0.2030; 0.1977; 0.1977; 0.1934; 0.1860; 0.1826; 0.1811; 0.1676; 0.1637,cleaning appliance; cleaning; appliance
2016-0331116,CLEANING APPLIANCE,fluid reservoir; reservoir; volume; volume fluid; working fluid; working; fluid; working fluid fluid; fluid delivery; fluid fluid,0.2666; 0.2399; 0.2090; 0.2021; 0.1913; 0.1771; 0.1755; 0.1730; 0.1614; 0.1570,cleaning appliance; cleaning; appliance
2016-0331117,CLEANING APPLIANCE,operational; burst working; burst working fluid; fluid teeth; working fluid teeth; burst; fluid teeth user; teeth user; working fluid; mode,0.2741; 0.2261; 0.2261; 0.2178; 0.2178; 0.2178; 0.2178; 0.2154; 0.2017; 0.1970,cleaning appliance; cleaning; appliance
2016-0331497,CLEANING APPLIANCE,fluid conduit; fluid delivery; teeth; moveable; conduit; delivery; fluid; delivery fluid delivery; delivery fluid; fluid delivery fluid,0.2625; 0.2029; 0.1881; 0.1822; 0.1796; 0.1774; 0.1695; 0.1551; 0.1551; 0.1551,cleaning appliance; cleaning; appliance
2016-0331498,CLEANING APPLIANCE,bristle carrier; carrier; bristle; brush unit; burst working fluid; burst working; burst; teeth user; fluid delivery; working fluid,0.2253; 0.2049; 0.1978; 0.1956; 0.1675; 0.1675; 0.1614; 0.1596; 0.1563; 0.1494,cleaning appliance; cleaning; appliance
2016-0309874,HAND HELD APPLIANCE,baffle; body handle; handle; within handle; fluid flow path; flow path; within body; fluid flow; handle fluid; path,0.2769; 0.2259; 0.2117; 0.2027; 0.1993; 0.1835; 0.1679; 0.1646; 0.1637; 0.1584,hand held; held; held appliance; hand; appliance
2016-0265546,ROTOR ASSEMBLY FOR A TURBOMACHINE,adhesive; component; rotor assembly; rotor assembly turbomachine; assembly turbomachine rotor; turbomachine rotor assembly; assembly turbomachine; rotor; turbomachine rotor; secured within bore,0.4297; 0.3939; 0.2315; 0.2011; 0.2011; 0.2011; 0.2011; 0.2007; 0.1945; 0.1945,assembly turbomachine; turbomachine; rotor assembly; rotor; assembly
2016-0256024,SUCTION NOZZLE FOR A VACUUM CLEANER,soleplate; suction nozzle; suction chamber; slot; front nozzle; nozzle vacuum; suction nozzle vacuum; nozzle vacuum cleaner; suction; nozzle suction,0.2420; 0.2171; 0.2068; 0.1978; 0.1952; 0.1889; 0.1889; 0.1889; 0.1887; 0.1837,nozzle vacuum; suction nozzle; suction; nozzle; vacuum cleaner; vacuum; cleaner
2016-0261214,DRIVE CIRCUIT FOR A BRUSHLESS MOTOR HAVING AN AC/AC BOOST CONVERTER,bridge; terminals; junction; input terminals; output terminals; switches; input; arm; input voltage; terminals output,0.2656; 0.2534; 0.2208; 0.2109; 0.1947; 0.1922; 0.1892; 0.1834; 0.1723; 0.1676,circuit brushless; converter; drive circuit; circuit; drive; having; brushless motor; brushless; motor
2016-0235178,HAND HELD APPLIANCE,end wall; handle end; rim; handle; end; wall; comprise; held appliance; hand held appliance; end connected body,0.2729; 0.2528; 0.1827; 0.1797; 0.1733; 0.1576; 0.1409; 0.1261; 0.1261; 0.1245,hand held; held; held appliance; hand; appliance
2016-0238024,FAN,nozzle retaining; retaining; configuration; nozzle; fan assembly; body; fan; body configuration; movement nozzle; body inlet outlet,0.2756; 0.2504; 0.2097; 0.1915; 0.1444; 0.1423; 0.1377; 0.1358; 0.1358; 0.1358,fan
2016-0238025,FAN,air flow body; flow body; body; alignment; flow body fan; body receiving air; body inlet outlet; body receiving; air flow; nozzle,0.2821; 0.2757; 0.1745; 0.1665; 0.1665; 0.1665; 0.1665; 0.1665; 0.1622; 0.1600,fan
2016-0238026,FAN,body section; section; section upper; generating air flow; inner; generating air; inner wall; outer wall inner; air flow body; wall inner wall,0.2900; 0.1728; 0.1728; 0.1709; 0.1709; 0.1605; 0.1595; 0.1538; 0.1519; 0.1502,fan
2016-0238031,TURBOMACHINE,inductor; turbomachine; stator assembly; stator; rotor assembly; impeller; turbomachine turbomachine; rotor assembly impeller; located impeller; rotor,0.3122; 0.3122; 0.2588; 0.2361; 0.2361; 0.2209; 0.2051; 0.2051; 0.2051; 0.2047,turbomachine
2016-0238037,FAN,air flow body; flow body; nozzle body; fan assembly; body; fan; fan assembly nozzle; nozzle; filter; assembly nozzle,0.1832; 0.1790; 0.1753; 0.1621; 0.1549; 0.1486; 0.1476; 0.1464; 0.1436; 0.1402,fan
2016-0238038,FAN,air flow body; flow body; filter; upstream; surface supporting; flow body fan; body; air flow; air flow filter; flow filter,0.1924; 0.1881; 0.1715; 0.1443; 0.1408; 0.1408; 0.1379; 0.1372; 0.1362; 0.1362,fan
2016-0238039,FAN,body section; section; section upper; upper; lower; body; filter; air outlet generating; air flow filter; flow filter,0.3946; 0.2352; 0.2198; 0.2125; 0.1866; 0.1697; 0.1515; 0.1368; 0.1368; 0.1368,fan
2016-0220004,HAND HELD APPLIANCE,pcb; primary fluid; thermal; primary; heater; barrier; primary fluid flow; upstream; fan unit; fluid,0.3549; 0.2317; 0.2145; 0.2077; 0.2040; 0.1821; 0.1676; 0.1627; 0.1425; 0.1399,hand held; held; held appliance; hand; appliance
2016-0206074,MOTOR MOUNT,sleeve; recess; mount; annular seal; around sleeve; motor mount; seal; extending around; annular; end,0.2825; 0.2439; 0.2365; 0.2151; 0.1904; 0.1807; 0.1689; 0.1630; 0.1563; 0.1412,motor mount; mount; motor
2016-0206075,ATTACHMENT FOR A HAND HELD APPLIANCE,locating; rib; recess; together; held appliance attachment; wall; attachment hand held; attachment hand; attachment; appliance attachment,0.3741; 0.2981; 0.2439; 0.2293; 0.2269; 0.2210; 0.2140; 0.2140; 0.1829; 0.1662,attachment hand; attachment; hand held; held; held appliance; hand; appliance
2016-0206076,ATTACHMENT FOR A HAND HELD APPLIANCE,sleeve; inlet outer; outer wall; wall; fluid inlet; outer; fluid flow path; wall fluid; attachment; held appliance attachment,0.2161; 0.1943; 0.1910; 0.1838; 0.1752; 0.1748; 0.1747; 0.1713; 0.1687; 0.1683,attachment hand; attachment; hand held; held; held appliance; hand; appliance
2016-0206077,ATTACHMENT FOR A HAND HELD APPLIANCE,towards fluid; part part; inlet towards; towards fluid outlet; extends fluid; attachment; held appliance attachment; fluid outlet; part; fluid inlet,0.2474; 0.2272; 0.1996; 0.1996; 0.1931; 0.1854; 0.1729; 0.1696; 0.1681; 0.1646,attachment hand; attachment; hand held; held; held appliance; hand; appliance
2016-0183749,CLEANER HEAD FOR A VACUUM CLEANER,brush bar; bar; brush; sealing material; front opening; bristles; sealing; front; head vacuum cleaner; cleaner head,0.2008; 0.1958; 0.1874; 0.1485; 0.1444; 0.1384; 0.1212; 0.1157; 0.1038; 0.1002,cleaner; head vacuum; cleaner head; head; vacuum cleaner; vacuum
2016-0174792,CLEANER HEAD FOR A VACUUM CLEANER,roller; wheel; head vacuum cleaner; cleaner head; cleaner head vacuum; head vacuum; pressing; wheel arranged; cleaner; cleaner head surface,0.3690; 0.3203; 0.2136; 0.2064; 0.2046; 0.1980; 0.1867; 0.1806; 0.1786; 0.1757,cleaner; head vacuum; cleaner head; head; vacuum cleaner; vacuum
2016-0166033,HAND HELD APPLIANCE,end wall; extends away; outer wall; wall extends; outer wall end; wall end wall; wall; wall end; wall towards; outer,0.2610; 0.2040; 0.1982; 0.1919; 0.1919; 0.1919; 0.1835; 0.1799; 0.1646; 0.1607,hand held; held; held appliance; hand; appliance
2016-0166035,HAND HELD APPLIANCE,thickness; wall; within wall; generally tubular; central axis; wall fluid; fan unit; inner surface; tubular; varies,0.2310; 0.1874; 0.1819; 0.1780; 0.1746; 0.1746; 0.1614; 0.1580; 0.1580; 0.1488,hand held; held; held appliance; hand; appliance
2016-0150927,FLOOR TOOL FOR A VACUUM CLEANER,duct assembly; conduit; floor tool; rear; tool; front; floor; connectable; cleaner head; wand,0.2458; 0.2312; 0.2153; 0.2001; 0.1835; 0.1756; 0.1726; 0.1555; 0.1522; 0.1334,tool vacuum; floor tool; tool; floor; vacuum cleaner; vacuum; cleaner
2016-0153673,FAN ASSEMBLY,section having air; interior passage; section having; interior; passage; interior passage conveying; passage conveying; passage conveying air; air outlet interior; outlet interior,0.1865; 0.1694; 0.1676; 0.1580; 0.1575; 0.1566; 0.1544; 0.1544; 0.1506; 0.1506,fan assembly; fan; assembly
2016-0143409,HAND HELD APPLIANCE,primary fluid inlet; aperture extending; aperture; primary fluid; handle; handle include; extending partially around; handle end; handle aperture; primary,0.2145; 0.2139; 0.1881; 0.1845; 0.1736; 0.1726; 0.1726; 0.1670; 0.1670; 0.1654,hand held; held; held appliance; hand; appliance
2016-0130792,FIXTURE FOR A SINK,spout; sink; fixture; water tap; fixture sink; tap; nozzles; left-hand; right-hand; basin,0.2608; 0.2355; 0.2164; 0.2015; 0.1949; 0.1949; 0.1896; 0.1851; 0.1851; 0.1718,sink; fixture sink; fixture
2016-0113460,APPARATUS FOR SEPARATING PARTICLES FROM AN AIRFLOW,particles airflow; turbine; section having; blades; inner wall; section; separating particles; inner; housing; particles,0.2207; 0.1984; 0.1984; 0.1912; 0.1871; 0.1854; 0.1854; 0.1612; 0.1570; 0.1570,particles airflow; airflow; separating particles; particles; separating
2016-0113464,SEPARATOR FOR REMOVING DIRT PARTICLES FROM AN AIRFLOW,separation stage; airflow separator; stage; separation; particles airflow; dirty airflow; removing dirt; stage having; separation stage having; particles,0.3192; 0.2963; 0.2568; 0.2505; 0.2390; 0.2390; 0.2313; 0.2313; 0.2313; 0.2108,removing; particles airflow; airflow; particles; dirt; separator
2016-0113465,VACUUM CLEANER WITH MOTOR BETWEEN SEPARATION STAGES,dirt-separation; dirt-separation stage; stage; stage vacuum; dirt-separation stage vacuum; stage vacuum motor; stage located; vacuum motor; dirt separator; impeller,0.3314; 0.3314; 0.2310; 0.2010; 0.2010; 0.2010; 0.1944; 0.1473; 0.1358; 0.1278,motor separation; stages; separation stages; cleaner motor; separation; motor; vacuum cleaner; vacuum; cleaner
2016-0113466,VACUUM CLEANER WITH MOTOR BETWEEN SEPARATION STAGES,dirt-separation; dirt-separation stage; stage; stage vacuum; stage vacuum motor; dirt-separation stage vacuum; stage located; vacuum motor; motor; impeller,0.3539; 0.3539; 0.2467; 0.2034; 0.2034; 0.2034; 0.1968; 0.1848; 0.1294; 0.1294,motor separation; stages; separation stages; cleaner motor; separation; motor; vacuum cleaner; vacuum; cleaner
2016-0113467,VACUUM CLEANER WITH MOTOR COOLING,dirt-separation stage; dirt-separation; stage; stage vacuum; dirt-separation stage vacuum; stage vacuum motor; electric motor; motor impeller; electric; vacuum motor,0.3290; 0.3290; 0.2293; 0.2135; 0.2135; 0.2135; 0.1939; 0.1882; 0.1622; 0.1565,cooling; cleaner motor; motor; vacuum cleaner; vacuum; cleaner
2016-0114273,APPARATUS FOR SEPARATING PARTICLES FROM A FLUID,downstream impeller; clean; dirty; impeller; airflow; inner; removing dirt; impeller generating; airflow downstream; airflow separating,0.3083; 0.2388; 0.2269; 0.2136; 0.2097; 0.1979; 0.1918; 0.1918; 0.1866; 0.1866,particles fluid; separating particles; particles; fluid; separating
2016-0100729,DOMESTIC CYCLONIC VACUUM CLEANER,dirty airflow; suction inlet; airflow suction; junction; dirty; cyclonic vacuum; cyclonic vacuum cleaner; cyclonic separator; cyclonic; fluidly connected,0.2861; 0.2479; 0.2030; 0.2030; 0.1934; 0.1865; 0.1865; 0.1859; 0.1730; 0.1682,cyclonic vacuum; domestic; cyclonic; vacuum cleaner; vacuum; cleaner
2016-0100730,VACUUM CLEANER,plurality cyclonic separators; plurality cyclonic; separators; cyclonic separators; bleed; cyclonic; valve; cyclonic separating; inlets plurality; plurality,0.3198; 0.3198; 0.3036; 0.3036; 0.2479; 0.2139; 0.1976; 0.1476; 0.1385; 0.1376,vacuum cleaner; vacuum; cleaner
2016-0091899,APPARATUS FOR GUIDING AN AUTONOMOUS VEHICLE TOWARDS A DOCKING STATION,fiducial; autonomous vehicle; marker; station; vehicle; docking station; autonomous; docking; image; representation,0.3617; 0.3100; 0.2930; 0.2502; 0.2502; 0.2427; 0.2368; 0.2243; 0.2134; 0.1869,towards; guiding; guiding autonomous; autonomous vehicle; towards docking; vehicle towards; station; docking; docking station; vehicle
2016-0058257,CLEANER HEAD,working edge; brushbar; working; edge; dirty air; dirty; debris; cleaner head; housing defining chamber; defining chamber partially,0.3670; 0.3569; 0.2595; 0.2432; 0.2113; 0.2062; 0.1727; 0.1607; 0.1368; 0.1368,cleaner head; head; cleaner
2016-0058258,CLEANER HEAD,rotary; stationary; brushbar; parts; bearing assembly; bearing; respect main body; respect main; assembly secured; arranged rotate,0.3164; 0.2705; 0.2538; 0.2447; 0.2395; 0.2098; 0.1999; 0.1999; 0.1919; 0.1828,cleaner head; head; cleaner
2016-0058259,VACUUM CLEANER,dirt collection; dirt collection chamber; collection chamber; collection; baffle; within dirt; dirt; chamber; arrangement; part,0.3042; 0.3042; 0.2931; 0.2761; 0.2447; 0.2383; 0.2002; 0.1730; 0.1573; 0.1430,vacuum cleaner; vacuum; cleaner
2016-0058261,ROBOT CLEANER,protrusion; robot; height; forward; sensor; surface body; top; body body; equal; body,0.3873; 0.3854; 0.3438; 0.3438; 0.3102; 0.2337; 0.2287; 0.2137; 0.2054; 0.2004,robot; cleaner
2016-0059420,MOBILE ROBOT,vision; mobile robot; level illumination; mobile; feature; robot; detection; features; illumination; level,0.2451; 0.2106; 0.2083; 0.2063; 0.1977; 0.1926; 0.1836; 0.1836; 0.1783; 0.1648,mobile robot; mobile; robot
2016-0059770,MOBILE ROBOT,light sources; sources; robot; mobile robot; level illumination; mobile; camera; vision; illumination; surrounding,0.2479; 0.2479; 0.2215; 0.2130; 0.2107; 0.2087; 0.2049; 0.2000; 0.1804; 0.1804,mobile robot; mobile; robot
2016-0051106,VACUUM CLEANER,cleaning stage; cyclonic separating dirty; separating dirty; filter chamber; separating dirty air; elongate filter; cleaning stage elongate; stage elongate; stage elongate filter; cyclonic,0.1493; 0.1345; 0.1345; 0.1345; 0.1345; 0.1277; 0.1277; 0.1277; 0.1277; 0.1268,vacuum cleaner; vacuum; cleaner
2016-0037986,CLEANER HEAD,rear agitator; front agitator rear; agitator rear; agitator rear agitator; front agitator; agitator; rear; front; body front; located front agitator,0.2638; 0.2638; 0.2638; 0.2638; 0.2638; 0.2264; 0.1888; 0.1657; 0.1299; 0.1299,cleaner head; head; cleaner
2016-0032927,FAN ASSEMBLY,motor housing; hub; annular; lip; vane; groove; motor; housing; impeller; connected,0.2848; 0.2340; 0.2221; 0.1982; 0.1862; 0.1862; 0.1530; 0.1463; 0.1430; 0.1391,fan assembly; fan; assembly
2016-0032941,FAN ASSEMBLY,drive circuit; outer casing; cable; connector; circuit; power cable; panel; air flow path; casing; drive,0.2606; 0.2212; 0.1977; 0.1967; 0.1801; 0.1781; 0.1691; 0.1595; 0.1590; 0.1475,fan assembly; fan; assembly
2016-0033148,HUMIDIFYING APPARATUS,stored chamber; water stored chamber; water; lamp; water chamber; water stored; humidifying; stored; chamber; body drive,0.2055; 0.2055; 0.2040; 0.1934; 0.1888; 0.1848; 0.1605; 0.1519; 0.1492; 0.1214,humidifying
2016-0033150,HUMIDIFYING APPARATUS,water; water tank; tank; stored chamber; water stored chamber; water chamber; water stored; ultraviolet radiation; detachable; radiation,0.2145; 0.1975; 0.1957; 0.1830; 0.1830; 0.1681; 0.1646; 0.1646; 0.1614; 0.1561,humidifying
2016-0028334,DRIVE CIRCUIT FOR A BRUSHLESS MOTOR (as amended),half-cycle; switches; circuit brushless motor; circuit brushless; controller output; drive circuit brushless; voltage; output control; inverter; negative,0.2631; 0.2284; 0.2117; 0.2117; 0.2117; 0.2117; 0.2096; 0.2048; 0.1992; 0.1944,circuit brushless; drive circuit; circuit; drive; brushless motor; brushless; motor
2016-0000201,ATTACHMENT FOR A HAIR CARE APPLIANCE,generally tubular; tubular; outer wall; elongate; inlet fan; generally; partially along; outer; fluid; wall,0.2265; 0.2010; 0.1998; 0.1903; 0.1792; 0.1780; 0.1707; 0.1620; 0.1607; 0.1520,attachment hair; care appliance; care; hair care; attachment; hair; appliance
2016-0000282,MOBILE ROBOT,bias; mobile robot; mobile; robot; rear; direction away; mobile robot body; body; robot body; having drive arrangement,0.2914; 0.2558; 0.2506; 0.2340; 0.2245; 0.1915; 0.1915; 0.1875; 0.1852; 0.1852,mobile robot; mobile; robot
2016-0000283,VACUUM CLEANER,cyclonic separator; flow control; cyclonic; separator; separators; cyclonic separators; air flows; flows; flow air; configuration,0.3131; 0.2888; 0.2513; 0.2350; 0.2140; 0.2140; 0.1881; 0.1767; 0.1672; 0.1508,vacuum cleaner; vacuum; cleaner
2015-0374185,VACUUM CLEANER TOOL,cleaning surface; leading edge; nozzle bristle; bristle assembly; nozzle bristle assembly; end nozzle; leading; edge; front end; suction opening,0.2267; 0.2088; 0.1944; 0.1944; 0.1944; 0.1881; 0.1811; 0.1756; 0.1748; 0.1691,cleaner tool; tool; vacuum cleaner; vacuum; cleaner
2015-0374186,VACUUM CLEANER TOOL,bristle assembly; bristle; suction opening; tool; strip bristles; nozzle bristle; within nozzle; nozzle bristle assembly; bristle assembly mounted; assembly mounted within,0.2944; 0.2323; 0.2065; 0.1869; 0.1739; 0.1739; 0.1739; 0.1739; 0.1739; 0.1739,cleaner tool; tool; vacuum cleaner; vacuum; cleaner
2015-0359394,VACUUM CLEANER,cleaning stage; cyclonic separating dirty; separating dirty; filter chamber; separating dirty air; elongate filter; cleaning stage elongate; stage elongate; stage elongate filter; cyclonic,0.1493; 0.1345; 0.1345; 0.1345; 0.1345; 0.1277; 0.1277; 0.1277; 0.1277; 0.1268,vacuum cleaner; vacuum; cleaner
